Quarter,GameClock,EventId,Who has the ball,Who will now have the ball,Home_event,Away_event,Player1,Player1_team_id,Player2,Player2_team_id,Player3,Player3_team_id
3,456.0,5,1,0,Lowry STEAL (1 STL),Walker Bad Pass Turnover (P1.T5),202689,1610612766,200768,1610612761,0,
3,456.0,2,0,0,MISS Scola 3' Layup,Zeller BLOCK (2 BLK),2449,1610612761,0,,203469,1610612766
3,455.0,4,0,0,Lowry REBOUND (Off:2 Def:2),,200768,1610612761,0,,0,
3,450.0,1,0,1,Carroll 25' 3PT Jump Shot (9 PTS) (Lowry 7 AST),,201960,1610612761,200768,1610612761,0,
3,437.0,6,-1,1,Lowry P.FOUL (P2.T2) (M.Davis),,200768,1610612761,101107,1610612766,0,
3,426.0,2,1,0,,MISS Williams 12' Floating Jump Shot,101107,1610612766,0,,0,
3,426.0,4,0,0,Scola REBOUND (Off:3 Def:6),,2449,1610612761,0,,0,
3,417.0,2,0,0,MISS Lowry 24' 3PT Jump Shot,,200768,1610612761,0,,0,
3,416.0,4,0,0,Carroll REBOUND (Off:2 Def:1),,201960,1610612761,0,,0,
3,413.0,1,0,1,Carroll 3' Putback Layup (11 PTS),,201960,1610612761,0,,0,
3,402.0,1,1,0,,Zeller 5' Jump Shot (13 PTS) (Batum 5 AST),203469,1610612766,201587,1610612766,0,
3,379.0,2,0,1,MISS Valanciunas 6' Turnaround Hook Shot,,202685,1610612761,0,,0,
3,379.0,4,1,1,,Hairston REBOUND (Off:1 Def:4),203798,1610612766,0,,0,
3,369.0,1,1,0,,Walker 13' Pullup Jump Shot (13 PTS),202689,1610612766,0,,0,
3,346.0,2,0,1,MISS Scola  3PT Jump Shot,,2449,1610612761,0,,0,
3,344.0,4,1,1,,Hairston REBOUND (Off:1 Def:5),203798,1610612766,0,,0,
3,324.0,1,1,0,,Zeller  Cutting Dunk Shot (15 PTS) (Williams 1 AST),203469,1610612766,101107,1610612766,0,
3,304.0,2,0,0,MISS DeRozan 14' Pullup Jump Shot,,201942,1610612761,0,,0,
3,303.0,4,0,0,RAPTORS Rebound,,1610612761,,0,,0,
3,287.0,1,0,1,Ross 25' 3PT Jump Shot (3 PTS) (Lowry 8 AST),,203082,1610612761,200768,1610612761,0,
3,259.0,2,1,1,,MISS Williams 27' 3PT Jump Shot,101107,1610612766,0,,0,
3,257.0,4,1,1,,Zeller REBOUND (Off:4 Def:3),203469,1610612766,0,,0,
3,256.0,5,1,0,,Batum Inbound Turnover (P2.T6),201587,1610612766,0,,0,
3,250.0,2,0,0,MISS Ross 24' 3PT Jump Shot,,203082,1610612761,0,,0,
3,249.0,4,0,0,Lowry REBOUND (Off:3 Def:2),,200768,1610612761,0,,0,
3,245.0,1,0,1,Lowry 2' Tip Layup Shot (8 PTS),,200768,1610612761,0,,0,
3,239.0,6,-1,1,Ross P.FOUL (P4.T3) (S.Corbin),,203082,1610612761,201587,1610612766,0,
3,233.0,1,1,0,,Batum 25' 3PT Jump Shot (12 PTS) (Kaminsky 2 AST),201587,1610612766,1626163,1610612766,0,
3,226.0,6,-1,0,,Kaminsky S.FOUL (P2.T2) (S.Corbin),1626163,1610612766,201942,1610612761,0,
3,226.0,3,0,0,DeRozan Free Throw 1 of 2 (20 PTS),,201942,1610612761,0,,0,
3,226.0,3,0,1,DeRozan Free Throw 2 of 2 (21 PTS),,201942,1610612761,0,,0,
3,206.0,1,1,0,,Walker 26' 3PT Pullup Jump Shot (16 PTS),202689,1610612766,0,,0,
3,192.0,2,0,0,MISS Patterson 26' 3PT Jump Shot,,202335,1610612761,0,,0,
3,191.0,4,0,0,Biyombo REBOUND (Off:1 Def:3),,202687,1610612761,0,,0,
3,189.0,5,0,1,Biyombo Bad Pass Turnover (P1.T7),Walker STEAL (3 STL),202687,1610612761,202689,1610612766,0,
3,189.0,6,-1,1,Lowry P.FOUL (P3.T4) (S.Corbin),,200768,1610612761,202689,1610612766,0,
3,171.0,2,1,0,,MISS Walker 21' Jump Shot,202689,1610612766,0,,0,
3,171.0,4,0,0,Biyombo REBOUND (Off:1 Def:4),,202687,1610612761,0,,0,
